geoid,No,Yes,tot,with,without
48113009303,457,418,875,0.478,0.522
48113008603,515,447,962,0.465,0.535
48113016902,1095,777,1872,0.415,0.585
48113011601,288,236,524,0.45,0.55
48113009000,617,531,1148,0.463,0.537
48113019302,441,353,794,0.445,0.555
48113014601,97,166,263,0.631,0.369
48113004600,255,176,431,0.408,0.592
48113007102,612,432,1044,0.414,0.586
48113007820,60,46,106,0.434,0.566
48061980001,105,166,271,0.613,0.387
48061010203,598,1285,1883,0.682,0.318
48061010302,642,2031,2673,0.76,0.24
48061010301,499,1610,2109,0.763,0.237
48061012002,450,1140,1590,0.717,0.283
48061012101,724,1238,1962,0.631,0.369
48061014200,1169,1792,2961,0.605,0.395
48061014400,857,1279,2136,0.599,0.401
48309004103,952,1008,1960,0.514,0.486
48309980000,136,142,278,0.511,0.489
48091310901,497,621,1118,0.555,0.445
48091310902,683,851,1534,0.555,0.445
48091310701,400,537,937,0.573,0.427
48091310606,524,728,1252,0.581,0.419
48091310903,346,450,796,0.565,0.435
48091310603,278,282,560,0.504,0.496
48091310704,552,665,1217,0.546,0.454
48029182105,311,263,574,0.458,0.542
48029182106,589,476,1065,0.447,0.553
48029131615,461,580,1041,0.557,0.443
48029191702,385,541,926,0.584,0.416
48113007201,292,174,466,0.373,0.627
48113007202,163,97,260,0.373,0.627
48113007301,470,320,790,0.405,0.595
48113007302,630,473,1103,0.429,0.571
48029121809,174,244,418,0.584,0.416
48029121811,133,217,350,0.62,0.38
48029121910,218,377,595,0.634,0.366
48029191809,254,358,612,0.585,0.415
48029131802,547,516,1063,0.485,0.515
48029152201,708,680,1388,0.49,0.51
48029162004,468,312,780,0.4,0.6
48029162003,536,462,998,0.463,0.537
48029171502,291,414,705,0.587,0.413
48029171301,223,293,516,0.568,0.432
48029172007,476,490,966,0.507,0.493
48029180603,136,180,316,0.57,0.43
48029191807,470,631,1101,0.573,0.427
48029182002,649,555,1204,0.461,0.539
48029181825,125,109,234,0.466,0.534
48059030200,4085,1499,5584,0.268,0.732
48029182001,241,239,480,0.498,0.502
48029181902,335,339,674,0.503,0.497
48029191811,111,143,254,0.563,0.437
48029121808,82,123,205,0.6,0.4
48029121903,194,287,481,0.597,0.403
48029121907,290,595,885,0.672,0.328
48029131801,287,255,542,0.47,0.53
48029141403,207,270,477,0.566,0.434
48029182003,305,289,594,0.487,0.513
48113003700,566,400,966,0.414,0.586
48113007810,309,235,544,0.432,0.568
48113007903,205,176,381,0.462,0.538
48113007906,254,234,488,0.48,0.52
48505950302,1207,828,2035,0.407,0.593
48505950400,4050,2801,6851,0.409,0.591
48113003800,432,301,733,0.411,0.589
48113003901,272,215,487,0.441,0.559
48113016802,537,438,975,0.449,0.551
48113016704,285,232,517,0.449,0.551
48113016705,511,437,948,0.461,0.539
48453001916,194,229,423,0.541,0.459
48453001783,415,478,893,0.535,0.465
48453001918,229,273,502,0.544,0.456
48453001784,211,230,441,0.522,0.478
48453001780,869,991,1860,0.533,0.467
48453002428,193,291,484,0.601,0.399
48453001775,256,357,613,0.582,0.418
48453001770,351,609,960,0.634,0.366
48453001854,641,506,1147,0.441,0.559
48453002210,318,292,610,0.479,0.521
48453002207,518,587,1105,0.531,0.469
48453002209,1068,899,1967,0.457,0.543
48453001914,263,393,656,0.599,0.401
48453002433,443,509,952,0.535,0.465
48453002429,41,71,112,0.634,0.366
48453002430,137,224,361,0.62,0.38
48453000304,294,508,802,0.633,0.367
48113018105,277,424,701,0.605,0.395
48113018001,514,423,937,0.451,0.549
48113018110,643,949,1592,0.596,0.404
48113018203,413,546,959,0.569,0.431
48113018204,265,495,760,0.651,0.349
48113018206,261,390,651,0.599,0.401
48453002319,18,20,38,0.526,0.474
48453001773,413,458,871,0.526,0.474
48453002426,290,470,760,0.618,0.382
48029121909,348,584,932,0.627,0.373
48259970302,571,485,1056,0.459,0.541
48113017703,237,237,474,0.5,0.5
48113008705,139,112,251,0.446,0.554
48113010701,548,414,962,0.43,0.57
48113013901,285,228,513,0.444,0.556
48029151100,686,999,1685,0.593,0.407
48029160100,422,704,1126,0.625,0.375
48135000500,468,353,821,0.43,0.57
48135002200,3064,871,3935,0.221,0.779
48135002502,508,419,927,0.452,0.548
48135003000,2025,579,2604,0.222,0.778
48029160300,416,594,1010,0.588,0.412
48029160400,359,532,891,0.597,0.403
48029160600,417,473,890,0.531,0.469
48029160701,275,357,632,0.565,0.435
48113003902,539,409,948,0.431,0.569
48113004000,499,397,896,0.443,0.557
48113004100,394,234,628,0.373,0.627
48113004202,222,162,384,0.422,0.578
48113004300,822,554,1376,0.403,0.597
48113004400,374,313,687,0.456,0.544
48245011304,478,535,1013,0.528,0.472
48113004500,676,602,1278,0.471,0.529
48245980000,56,74,130,0.569,0.431
48025950202,1279,1661,2940,0.565,0.435
48025950201,580,854,1434,0.596,0.404
48347950502,166,164,330,0.497,0.503
48347950501,116,94,210,0.448,0.552
48203020302,932,753,1685,0.447,0.553
48203020104,932,898,1830,0.491,0.509
48203020103,639,497,1136,0.438,0.562
48203020604,775,678,1453,0.467,0.533
48203020606,313,257,570,0.451,0.549
48203020501,864,641,1505,0.426,0.574
48203020502,598,544,1142,0.476,0.524
48203020605,281,323,604,0.535,0.465
48203020603,377,439,816,0.538,0.462
48203020301,413,376,789,0.477,0.523
48181000304,1617,1411,3028,0.466,0.534
48181000303,981,1161,2142,0.542,0.458
48181002000,1412,983,2395,0.41,0.59
48073950802,1330,633,1963,0.322,0.678
48073950801,1062,552,1614,0.342,0.658
48391950400,1769,1932,3701,0.522,0.478
48141010335,3868,1029,4897,0.21,0.79
48141010339,836,287,1123,0.256,0.744
48141010347,629,218,847,0.257,0.743
48141010408,286,120,406,0.296,0.704
48165950300,1823,551,2374,0.232,0.768
48165950100,4236,1253,5489,0.228,0.772
48165950200,7244,1892,9136,0.207,0.793
48169950100,5811,1985,7796,0.255,0.745
48175960200,764,732,1496,0.489,0.511
48175960100,958,791,1749,0.452,0.548
48179950300,1220,308,1528,0.202,0.798
48179950700,1166,299,1465,0.204,0.796
48179950600,1297,342,1639,0.209,0.791
48179950500,743,196,939,0.209,0.791
48179950100,10079,2066,12145,0.17,0.83
48439113516,321,257,578,0.445,0.555
48439113607,381,333,714,0.466,0.534
48179950400,1193,307,1500,0.205,0.795
48439113612,577,379,956,0.396,0.604
48439113613,688,483,1171,0.412,0.588
48323950205,491,268,759,0.353,0.647
48323950700,3796,1479,5275,0.28,0.72
48329010114,1857,681,2538,0.268,0.732
48237950500,3158,3468,6626,0.523,0.477
48117950600,6620,2081,8701,0.239,0.761
48129950200,2013,349,2362,0.148,0.852
48129950300,6854,1492,8346,0.179,0.821
48281950500,1231,606,1837,0.33,0.67
48281950400,1233,623,1856,0.336,0.664
48281950100,1277,1704,2981,0.572,0.428
48309002100,372,365,737,0.495,0.505
48141010332,651,296,947,0.313,0.687
48141010334,917,285,1202,0.237,0.763
48141010328,203,118,321,0.368,0.632
48179950800,577,147,724,0.203,0.797
48141004320,197,110,307,0.358,0.642
48141010217,310,179,489,0.366,0.634
48501950200,5727,1412,7139,0.198,0.802
48501950100,3980,1032,5012,0.206,0.794
48199030502,571,578,1149,0.503,0.497
48199030600,247,289,536,0.539,0.461
48199030300,2208,2131,4339,0.491,0.509
48199030200,1617,1456,3073,0.474,0.526
48199030100,1024,974,1998,0.487,0.513
48199030800,968,875,1843,0.475,0.525
48199030501,185,231,416,0.555,0.445
48397040101,593,419,1012,0.414,0.586
48121021900,430,380,810,0.469,0.531
48121021522,143,155,298,0.52,0.48
48121020505,538,880,1418,0.621,0.379
48121021746,349,345,694,0.497,0.503
48121021719,312,300,612,0.49,0.51
48121021747,296,408,704,0.58,0.42
48465950301,584,406,990,0.41,0.59
48465980000,76,49,125,0.392,0.608
48199030700,853,849,1702,0.499,0.501
48199031000,408,448,856,0.523,0.477
48199030400,800,695,1495,0.465,0.535
48199030900,158,171,329,0.52,0.48
48207950300,3750,1574,5324,0.296,0.704
48207950400,3388,1914,5302,0.361,0.639
48195950100,3927,739,4666,0.158,0.842
48195950300,3097,861,3958,0.218,0.782
48141010215,618,308,926,0.333,0.667
48141010213,341,192,533,0.36,0.64
48141010409,285,119,404,0.295,0.705
48141010325,331,220,551,0.399,0.601
48141010324,274,215,489,0.44,0.56
48335950400,4730,1422,6152,0.231,0.769
48131950500,4095,3253,7348,0.443,0.557
48397040503,628,413,1041,0.397,0.603
48121021305,306,484,790,0.613,0.387
48121021202,398,589,987,0.597,0.403
48121021408,570,360,930,0.387,0.613
48121021303,393,536,929,0.577,0.423
48121021618,538,688,1226,0.561,0.439
48141980000,227,84,311,0.27,0.73
48401950502,636,314,950,0.331,0.669
48401950501,809,543,1352,0.402,0.598
48339690900,109,95,204,0.466,0.534
48309002498,538,642,1180,0.544,0.456
48309002501,542,530,1072,0.494,0.506
48309002503,896,953,1849,0.515,0.485
48309002504,444,519,963,0.539,0.461
48325000102,2210,1237,3447,0.359,0.641
48325000402,882,512,1394,0.367,0.633
48325000101,1602,976,2578,0.379,0.621
48325000401,1125,671,1796,0.374,0.626
48423001604,672,428,1100,0.389,0.611
48423001906,571,445,1016,0.438,0.562
48423001908,1165,918,2083,0.441,0.559
48423001907,1158,877,2035,0.431,0.569
48423001905,780,494,1274,0.388,0.612
48423001404,1067,602,1669,0.361,0.639
48423001403,1322,645,1967,0.328,0.672
48423002102,988,640,1628,0.393,0.607
48423002101,957,712,1669,0.427,0.573
48423980000,6,3,9,0.333,0.667
48115950402,1527,304,1831,0.166,0.834
48115950401,1850,399,2249,0.177,0.823
48215020404,491,819,1310,0.625,0.375
48215020504,386,854,1240,0.689,0.311
48215020102,641,1409,2050,0.687,0.313
48215021305,629,1263,1892,0.668,0.332
48215024204,260,664,924,0.719,0.281
48215024110,197,447,644,0.694,0.306
48215021404,440,1031,1471,0.701,0.299
48215023510,434,1045,1479,0.707,0.293
48215023509,435,1123,1558,0.721,0.279
48215021701,488,1098,1586,0.692,0.308
48215022004,356,841,1197,0.703,0.297
48215022204,240,705,945,0.746,0.254
48215021702,515,1271,1786,0.712,0.288
48215023801,318,816,1134,0.72,0.28
48215021806,208,574,782,0.734,0.266
48215022104,291,627,918,0.683,0.317
48215023514,134,384,518,0.741,0.259
48215023515,226,669,895,0.747,0.253
48215022106,407,1034,1441,0.718,0.282
48215022402,261,896,1157,0.774,0.226
48215023103,271,661,932,0.709,0.291
48215023104,400,791,1191,0.664,0.336
48215023512,88,137,225,0.609,0.391
48215024112,697,1386,2083,0.665,0.335
48215023511,299,571,870,0.656,0.344
48215024404,245,540,785,0.688,0.312
48215023513,186,410,596,0.688,0.312
48215021304,528,837,1365,0.613,0.387
48215024205,448,825,1273,0.648,0.352
48215024109,306,573,879,0.652,0.348
48215022103,668,1494,2162,0.691,0.309
48215024111,373,807,1180,0.684,0.316
48465950302,630,445,1075,0.414,0.586
48465950800,7890,1994,9884,0.202,0.798
48013960402,1800,1814,3614,0.502,0.498
48013960202,1219,1013,2232,0.454,0.546
48141010322,401,228,629,0.362,0.638
48141010331,631,375,1006,0.373,0.627
48141010406,324,118,442,0.267,0.733
48141010506,357,128,485,0.264,0.736
48439113618,490,416,906,0.459,0.541
48213950901,904,740,1644,0.45,0.55
48213950602,572,550,1122,0.49,0.51
48213950902,813,563,1376,0.409,0.591
48213950903,402,357,759,0.47,0.53
48213950601,400,358,758,0.472,0.528
48013960401,404,370,774,0.478,0.522
48013960100,3226,3547,6773,0.524,0.476
48013960500,893,1935,2828,0.684,0.316
48013960201,1136,523,1659,0.315,0.685
48013960300,872,552,1424,0.388,0.612
48013960600,2351,4045,6396,0.632,0.368
48141010210,351,205,556,0.369,0.631
48453001774,405,560,965,0.58,0.42
48453001846,202,253,455,0.556,0.444
48121021517,185,183,368,0.497,0.503
48121021745,257,346,603,0.574,0.426
48121021744,160,186,346,0.538,0.462
48121021716,429,552,981,0.563,0.437
48439113619,289,259,548,0.473,0.527
48451001706,729,179,908,0.197,0.803
48121021514,238,260,498,0.522,0.478
48231961000,1198,969,2167,0.447,0.553
48231961700,593,348,941,0.37,0.63
48231960500,857,568,1425,0.399,0.601
48231961200,754,659,1413,0.466,0.534
48231960400,1076,765,1841,0.416,0.584
48231961300,1410,804,2214,0.363,0.637
48231960200,1083,436,1519,0.287,0.713
48231960700,2889,1236,4125,0.3,0.7
48231960600,610,377,987,0.382,0.618
48231960100,892,492,1384,0.355,0.645
48451980000,112,21,133,0.158,0.842
48409010202,246,444,690,0.643,0.357
48409010302,361,618,979,0.631,0.369
48409010301,252,428,680,0.629,0.371
48409010201,353,648,1001,0.647,0.353
48221160100,1476,964,2440,0.395,0.605
48239950300,1965,1236,3201,0.386,0.614
48235950100,5958,1156,7114,0.162,0.838
48239950200,1494,929,2423,0.383,0.617
48239950100,2186,1886,4072,0.463,0.537
48261950100,1995,2036,4031,0.505,0.495
48301950100,2348,771,3119,0.247,0.753
48315950300,779,922,1701,0.542,0.458
48315950400,1096,926,2022,0.458,0.542
48315950200,738,778,1516,0.513,0.487
48315950100,608,560,1168,0.479,0.521
48319950100,1000,504,1504,0.335,0.665
48319950200,3532,2163,5695,0.38,0.62
48339691000,118,95,213,0.446,0.554
48469001503,148,134,282,0.475,0.525
48469001504,455,436,891,0.489,0.511
48037011502,525,616,1141,0.54,0.46
48339691100,147,113,260,0.435,0.565
48339691200,279,254,533,0.477,0.523
48339691500,232,189,421,0.449,0.551
48037011501,566,604,1170,0.516,0.484
48339691700,347,271,618,0.439,0.561
48141010323,258,178,436,0.408,0.592
48141010326,248,169,417,0.405,0.595
48141004319,312,194,506,0.383,0.617
48141010333,766,294,1060,0.277,0.723
48141010345,574,272,846,0.322,0.678
48453001756,235,302,537,0.562,0.438
48453001917,258,324,582,0.557,0.443
48373210204,597,657,1254,0.524,0.476
48373210203,457,341,798,0.427,0.573
48373210302,897,906,1803,0.502,0.498
48373210206,855,500,1355,0.369,0.631
48373210301,784,419,1203,0.348,0.652
48373210205,613,327,940,0.348,0.652
48339691900,289,274,563,0.487,0.513
48339692100,480,516,996,0.518,0.482
48339692400,420,467,887,0.526,0.474
48453000206,176,343,519,0.661,0.339
48453000305,220,426,646,0.659,0.341
48453000205,151,265,416,0.637,0.363
48453000307,175,392,567,0.691,0.309
48453002318,151,218,369,0.591,0.409
48453001919,426,596,1022,0.583,0.417
48121021717,402,538,940,0.572,0.428
48121021715,275,329,604,0.545,0.455
48121021721,184,276,460,0.6,0.4
48309002600,648,782,1430,0.547,0.453
48309002700,464,590,1054,0.56,0.44
48309002800,312,352,664,0.53,0.47
48309003000,313,319,632,0.505,0.495
48309003200,533,505,1038,0.487,0.513
48339690700,382,379,761,0.498,0.502
48339690800,152,126,278,0.453,0.547
48339693200,496,613,1109,0.553,0.447
48339693300,316,383,699,0.548,0.452
48121021516,678,496,1174,0.422,0.578
48121021518,461,356,817,0.436,0.564
48121021519,828,697,1525,0.457,0.543
48121021629,536,825,1361,0.606,0.394
48309003300,298,309,607,0.509,0.491
48339693500,657,661,1318,0.502,0.498
48339693600,173,162,335,0.484,0.516
48339693800,235,230,465,0.495,0.505
48339694500,550,581,1131,0.514,0.486
48339690100,445,459,904,0.508,0.492
48339691800,520,547,1067,0.513,0.487
48365950200,885,732,1617,0.453,0.547
48365950500,335,264,599,0.441,0.559
48365950100,1051,819,1870,0.438,0.562
48365950600,616,549,1165,0.471,0.529
48365950300,470,421,891,0.473,0.527
48365950400,1158,988,2146,0.46,0.54
48187210901,811,1064,1875,0.567,0.433
48187210603,384,398,782,0.509,0.491
48187210902,269,356,625,0.57,0.43
48187210604,628,824,1452,0.567,0.433
48187210504,564,637,1201,0.53,0.47
48187210200,670,584,1254,0.466,0.534
48187210801,536,649,1185,0.548,0.452
48187210100,782,645,1427,0.452,0.548
48187210400,470,442,912,0.485,0.515
48187210705,245,283,528,0.536,0.464
48187210606,301,349,650,0.537,0.463
48387950700,731,808,1539,0.525,0.475
48379950100,1351,690,2041,0.338,0.662
48429950300,977,1026,2003,0.512,0.488
48429950200,835,860,1695,0.507,0.493
48379950200,1269,545,1814,0.3,0.7
48405950300,930,914,1844,0.496,0.504
48405950200,878,353,1231,0.287,0.713
48405950100,1114,895,2009,0.445,0.555
48455950100,854,801,1655,0.484,0.516
48323950204,253,114,367,0.311,0.689
48329980000,159,41,200,0.205,0.795
48187210300,961,853,1814,0.47,0.53
48141010407,447,152,599,0.254,0.746
48141010600,718,341,1059,0.322,0.678
48141004003,472,231,703,0.329,0.671
48453001757,70,83,153,0.542,0.458
48453001781,123,127,250,0.508,0.492
48453001864,226,211,437,0.483,0.517
48329010200,958,522,1480,0.353,0.647
48215020403,542,685,1227,0.558,0.442
48295950200,1854,552,2406,0.229,0.771
48295950300,2824,701,3525,0.199,0.801
48453001772,213,322,535,0.602,0.398
48453001777,206,307,513,0.598,0.402
48453001778,322,349,671,0.52,0.48
48121021621,489,569,1058,0.538,0.462
48121021521,330,241,571,0.422,0.578
48121021723,45,71,116,0.612,0.388
48187210706,397,525,922,0.569,0.431
48121021730,188,351,539,0.651,0.349
48121021740,184,254,438,0.58,0.42
48091310300,554,600,1154,0.52,0.48
48091310401,602,669,1271,0.526,0.474
48091310200,456,648,1104,0.587,0.413
48355005407,89,170,259,0.656,0.344
48355005408,140,279,419,0.666,0.334
48355005410,179,291,470,0.619,0.381
48355002601,177,342,519,0.659,0.341
48447950300,2712,2272,4984,0.456,0.544
48309003703,567,547,1114,0.491,0.509
48309003706,1035,1100,2135,0.515,0.485
48309003707,954,1010,1964,0.514,0.486
48309003708,609,635,1244,0.51,0.49
48201250301,336,297,633,0.469,0.531
48201250302,340,290,630,0.46,0.54
48201251901,704,392,1096,0.358,0.642
48201232302,382,423,805,0.525,0.475
48201232401,609,718,1327,0.541,0.459
48201422302,82,106,188,0.564,0.436
48201422301,215,201,416,0.483,0.517
48201423402,117,106,223,0.475,0.525
48201423302,259,248,507,0.489,0.511
48201423401,205,185,390,0.474,0.526
48201431502,171,174,345,0.504,0.496
48201431301,150,118,268,0.44,0.56
48201431202,248,219,467,0.469,0.531
48201522402,314,230,544,0.423,0.577
48201522401,399,421,820,0.513,0.487
48201552302,289,202,491,0.411,0.589
48201552002,169,164,333,0.492,0.508
48201552101,183,158,341,0.463,0.537
48201552001,330,283,613,0.462,0.538
48201552103,175,140,315,0.444,0.556
48427950702,217,326,543,0.6,0.4
48427950500,503,738,1241,0.595,0.405
48355003602,284,349,633,0.551,0.449
48355005406,725,922,1647,0.56,0.44
48355005802,960,2022,2982,0.678,0.322
48427950701,324,484,808,0.599,0.401
48427950101,1954,1888,3842,0.491,0.509
48427950202,963,971,1934,0.502,0.498
48427950600,439,648,1087,0.596,0.404
48183000402,359,226,585,0.386,0.614
48439102301,856,587,1443,0.407,0.593
48439102302,741,577,1318,0.438,0.562
48439102402,663,537,1200,0.448,0.552
48439102500,871,588,1459,0.403,0.597
48309004201,1304,634,1938,0.327,0.673
48201232402,115,149,264,0.564,0.436
48201232403,119,151,270,0.559,0.441
48201232702,340,265,605,0.438,0.562
48201233101,312,314,626,0.502,0.498
48201233003,154,152,306,0.497,0.503
48029151200,478,579,1057,0.548,0.452
48029151600,221,333,554,0.601,0.399
48029151700,354,457,811,0.564,0.436
48201233102,412,402,814,0.494,0.506
48201431102,125,99,224,0.442,0.558
48201431101,204,166,370,0.449,0.551
48201431402,151,119,270,0.441,0.559
48201433003,203,154,357,0.431,0.569
48201432902,127,120,247,0.486,0.514
48201432901,230,191,421,0.454,0.546
48201432802,297,190,487,0.39,0.61
48201433202,136,160,296,0.541,0.459
48201433201,154,179,333,0.538,0.462
48201433002,81,64,145,0.441,0.559
48201433502,138,113,251,0.45,0.55
48075950200,2978,973,3951,0.246,0.754
48277000402,584,449,1033,0.435,0.565
48277000101,757,428,1185,0.361,0.639
48277000102,814,555,1369,0.405,0.595
48277000401,353,246,599,0.411,0.589
48451001708,2070,405,2475,0.164,0.836
48451001707,680,166,846,0.196,0.804
48451000802,755,184,939,0.196,0.804
48451000801,1225,285,1510,0.189,0.811
48451001800,1642,398,2040,0.195,0.805
48201552102,253,254,507,0.501,0.499
48201554002,237,231,468,0.494,0.506
48201554102,407,361,768,0.47,0.53
48201554101,64,54,118,0.458,0.542
48183980000,44,45,89,0.506,0.494
48439100800,778,612,1390,0.44,0.56
48439100900,498,387,885,0.437,0.563
48439101201,862,665,1527,0.435,0.565
48439101202,1179,856,2035,0.421,0.579
48439101301,641,442,1083,0.408,0.592
48183000401,391,229,620,0.369,0.631
48215020302,702,950,1652,0.575,0.425
48215020301,321,545,866,0.629,0.371
48215020101,457,732,1189,0.616,0.384
48215024108,126,293,419,0.699,0.301
48201554801,500,436,936,0.466,0.534
48201555401,533,386,919,0.42,0.58
48201555702,277,224,501,0.447,0.553
48201232701,125,110,235,0.468,0.532
48201233103,406,397,803,0.494,0.506
48439101401,434,371,805,0.461,0.539
48439101403,444,308,752,0.41,0.59
48439101500,603,442,1045,0.423,0.577
48439101700,822,681,1503,0.453,0.547
48439101402,539,371,910,0.408,0.592
48439113622,544,405,949,0.427,0.573
48309000200,167,167,334,0.5,0.5
48309000300,168,152,320,0.475,0.525
48407200101,1009,758,1767,0.429,0.571
48407200300,1610,1216,2826,0.43,0.57
48309000400,624,580,1204,0.482,0.518
48407200200,1119,754,1873,0.403,0.597
48407200102,1288,1102,2390,0.461,0.539
48439100102,759,643,1402,0.459,0.541
48439100201,644,512,1156,0.443,0.557
48439100202,994,725,1719,0.422,0.578
48439100300,997,784,1781,0.44,0.56
48439100400,750,574,1324,0.434,0.566
48439100501,966,764,1730,0.442,0.558
48439100502,981,729,1710,0.426,0.574
48201233702,232,259,491,0.527,0.473
48201240801,212,231,443,0.521,0.479
48201241101,179,195,374,0.521,0.479
48439102000,901,675,1576,0.428,0.572
48439102100,879,718,1597,0.45,0.55
48439102202,840,647,1487,0.435,0.565
48355002705,359,765,1124,0.681,0.319
48355002704,160,264,424,0.623,0.377
48355005602,470,899,1369,0.657,0.343
48355000800,671,846,1517,0.558,0.442
48355002200,306,532,838,0.635,0.365
48355003202,323,543,866,0.627,0.373
48355000600,590,746,1336,0.558,0.442
48355005601,402,751,1153,0.651,0.349
48355006000,776,1167,1943,0.601,0.399
48355000700,339,432,771,0.56,0.44
48355003500,283,362,645,0.561,0.439
48355005801,160,312,472,0.661,0.339
48355002900,253,384,637,0.603,0.397
48215020204,363,574,937,0.613,0.387
48215980000,18,35,53,0.66,0.34
48215020803,206,504,710,0.71,0.29
48215020726,192,323,515,0.627,0.373
48215020804,155,418,573,0.729,0.271
48201241102,322,366,688,0.532,0.468
48201330302,370,458,828,0.553,0.447
48201331601,254,300,554,0.542,0.458
48201333201,185,197,382,0.516,0.484
48201340301,174,175,349,0.501,0.499
48201342001,260,258,518,0.498,0.502
48201421101,162,131,293,0.447,0.553
48201423301,165,169,334,0.506,0.494
48381020400,350,146,496,0.294,0.706
48381020600,254,147,401,0.367,0.633
48381020200,241,88,329,0.267,0.733
48381020300,207,75,282,0.266,0.734
48201431201,93,76,169,0.45,0.55
48201451001,213,180,393,0.458,0.542
48201451901,238,226,464,0.487,0.513
48201452201,351,258,609,0.424,0.576
48201453401,122,135,257,0.525,0.475
48321730301,715,665,1380,0.482,0.518
48215020205,433,644,1077,0.598,0.402
48215020904,318,651,969,0.672,0.328
48215020903,337,726,1063,0.683,0.317
48215023802,474,1050,1524,0.689,0.311
48309004000,1114,1005,2119,0.474,0.526
48309004202,710,481,1191,0.404,0.596
48309000100,780,766,1546,0.495,0.505
48201453402,359,289,648,0.446,0.554
48201454301,303,270,573,0.471,0.529
48201454501,498,470,968,0.486,0.514
48167725300,495,355,850,0.418,0.582
48167725400,946,698,1644,0.425,0.575
48167725500,318,259,577,0.449,0.551
48167725600,257,157,414,0.379,0.621
48167725800,486,362,848,0.427,0.573
48167725900,235,151,386,0.391,0.609
48223950500,405,240,645,0.372,0.628
48223950800,466,282,748,0.377,0.623
48223950100,743,592,1335,0.443,0.557
48223950600,718,404,1122,0.36,0.64
48223950700,1447,846,2293,0.369,0.631
48223950200,1835,794,2629,0.302,0.698
48223950300,1500,885,2385,0.371,0.629
48201455101,382,277,659,0.42,0.58
48201532501,180,205,385,0.532,0.468
48445950100,10009,2304,12313,0.187,0.813
48445950400,1850,405,2255,0.18,0.82
48061012305,828,864,1692,0.511,0.489
48061012001,442,1083,1525,0.71,0.29
48061012102,615,1076,1691,0.636,0.364
48061980100,15,18,33,0.545,0.455
48061014500,162,232,394,0.589,0.411
48193950100,1008,1197,2205,0.543,0.457
48193950300,927,996,1923,0.518,0.482
48193950200,1139,1404,2543,0.552,0.448
48493000402,734,559,1293,0.432,0.568
48493000500,1078,1243,2321,0.536,0.464
48493000201,647,469,1116,0.42,0.58
48493000600,1389,1333,2722,0.49,0.51
48493000202,1087,830,1917,0.433,0.567
48493000300,1318,948,2266,0.418,0.582
48493000102,699,567,1266,0.448,0.552
48201533901,254,268,522,0.513,0.487
48201534201,110,90,200,0.45,0.55
48201551703,266,274,540,0.507,0.493
48201540501,419,332,751,0.442,0.558
48201540901,127,132,259,0.51,0.49
48061014300,125,200,325,0.615,0.385
48245005500,372,319,691,0.462,0.538
48245005900,168,167,335,0.499,0.501
48245006100,1255,1015,2270,0.447,0.553
48085030515,365,291,656,0.444,0.556
48085030530,387,263,650,0.405,0.595
48085032012,200,291,491,0.593,0.407
48085030506,415,324,739,0.438,0.562
48085031662,424,396,820,0.483,0.517
48111950300,1530,779,2309,0.337,0.663
48119950200,1247,644,1891,0.341,0.659
48119950100,1554,880,2434,0.362,0.638
48015760400,1835,975,2810,0.347,0.653
48015760300,1956,1027,2983,0.344,0.656
48015760100,898,466,1364,0.342,0.658
48015760200,1721,863,2584,0.334,0.666
48085030405,309,255,564,0.452,0.548
48491020314,450,304,754,0.403,0.597
48491021508,664,451,1115,0.404,0.596
48491020114,431,211,642,0.329,0.671
48491021601,592,291,883,0.33,0.67
48491020110,576,310,886,0.35,0.65
48491020319,418,314,732,0.429,0.571
48491020318,687,574,1261,0.455,0.545
48491020317,311,217,528,0.411,0.589
48491020115,255,129,384,0.336,0.664
48491020510,411,371,782,0.474,0.526
48491020202,951,472,1423,0.332,0.668
48491021603,771,380,1151,0.33,0.67
48491020109,371,174,545,0.319,0.681
48491020320,602,432,1034,0.418,0.582
48491020325,173,120,293,0.41,0.59
48491020321,157,110,267,0.412,0.588
48491020328,418,339,757,0.448,0.552
48201233001,159,149,308,0.484,0.516
48439111005,749,544,1293,0.421,0.579
48439111003,540,412,952,0.433,0.567
48439111008,853,577,1430,0.403,0.597
48201233002,161,163,324,0.503,0.497
48201252301,177,210,387,0.543,0.457
48201323801,233,329,562,0.585,0.415
48201323802,247,323,570,0.567,0.433
48201433501,179,133,312,0.426,0.574
48201451403,70,68,138,0.493,0.507
48201451602,348,336,684,0.491,0.509
48201451601,219,219,438,0.5,0.5
48201541001,283,271,554,0.489,0.511
48201542101,377,449,826,0.544,0.456
48113018118,445,640,1085,0.59,0.41
48113018120,193,277,470,0.589,0.411
48141004311,373,232,605,0.383,0.617
48141010207,615,288,903,0.319,0.681
48141010303,324,173,497,0.348,0.652
48141010312,356,197,553,0.356,0.644
48085030504,598,417,1015,0.411,0.589
48085031717,124,93,217,0.429,0.571
48085031507,413,259,672,0.385,0.615
48085031659,203,244,447,0.546,0.454
48085030408,1140,825,1965,0.42,0.58
48085030403,541,470,1011,0.465,0.535
48491020324,432,333,765,0.435,0.565
48245010902,353,364,717,0.508,0.492
48245010500,327,279,606,0.46,0.54
48245000101,276,306,582,0.526,0.474
48491020326,343,300,643,0.467,0.533
48491020311,285,285,570,0.5,0.5
48491020507,121,100,221,0.452,0.548
48121021630,237,324,561,0.578,0.422
48113013615,178,118,296,0.399,0.601
