geoid,No,Yes,tot,with,without
48113013617,426,288,714,0.403,0.597
48113013619,448,326,774,0.421,0.579
48113018121,215,285,500,0.57,0.43
48113018122,1076,1197,2273,0.527,0.473
48113018123,533,662,1195,0.554,0.446
48135003100,1063,639,1702,0.375,0.625
48141010316,340,205,545,0.376,0.624
48141010317,296,168,464,0.362,0.638
48141010401,468,194,662,0.293,0.707
48113018126,824,693,1517,0.457,0.543
48113018127,425,282,707,0.399,0.601
48491020506,514,417,931,0.448,0.552
48491020408,212,211,423,0.499,0.501
48491020505,242,159,401,0.397,0.603
48491020707,265,208,473,0.44,0.56
48245000102,141,168,309,0.544,0.456
48245000302,290,246,536,0.459,0.541
48245006600,579,602,1181,0.51,0.49
48245000400,347,303,650,0.466,0.534
48245000500,226,176,402,0.438,0.562
48245000200,275,238,513,0.464,0.536
48245011102,426,339,765,0.443,0.557
48245011201,1077,1193,2270,0.526,0.474
48439113907,642,801,1443,0.555,0.445
48439113110,301,276,577,0.478,0.522
48439100602,643,532,1175,0.453,0.547
48245011202,6,7,13,0.538,0.462
48245011203,9,13,22,0.591,0.409
48245011302,20,22,42,0.524,0.476
48121021739,105,119,224,0.531,0.469
48121021633,309,433,742,0.584,0.416
48121021628,335,476,811,0.587,0.413
48121021632,454,590,1044,0.565,0.435
48121021635,111,142,253,0.561,0.439
48121021634,80,93,173,0.538,0.462
48113013714,312,500,812,0.616,0.384
48113013715,72,139,211,0.659,0.341
48113013716,388,619,1007,0.615,0.385
48113013718,102,183,285,0.642,0.358
48113013719,472,528,1000,0.528,0.472
48113013720,322,564,886,0.637,0.363
48113018128,302,444,746,0.595,0.405
48113018129,660,488,1148,0.425,0.575
48141001400,365,127,492,0.258,0.742
48453001915,211,322,533,0.604,0.396
48453002425,108,141,249,0.566,0.434
48453001776,143,217,360,0.603,0.397
48453001859,239,175,414,0.423,0.577
48121021638,99,186,285,0.653,0.347
48029191814,154,227,381,0.596,0.404
48029172006,281,309,590,0.524,0.476
48491020203,471,221,692,0.319,0.681
48491020708,440,341,781,0.437,0.563
48491021602,573,211,784,0.269,0.731
48491020808,538,355,893,0.398,0.602
48439111312,482,342,824,0.415,0.585
48439111307,177,128,305,0.42,0.58
48439111406,333,243,576,0.422,0.578
48085031631,247,300,547,0.548,0.452
48463950200,4948,5063,10011,0.506,0.494
48463950100,1870,2317,4187,0.553,0.447
48463950500,775,892,1667,0.535,0.465
48463950400,362,389,751,0.518,0.482
48463950300,988,1198,2186,0.548,0.452
48439111310,641,486,1127,0.431,0.569
48439111547,1037,919,1956,0.47,0.53
48029181822,269,201,470,0.428,0.572
48029181818,189,163,352,0.463,0.537
48029181821,83,61,144,0.424,0.576
48029181724,236,229,465,0.492,0.508
48029181723,200,166,366,0.454,0.546
